tipo_operacion|last_date_load|inicial_date_load|tipo_propiedad|titulo|codigo|construye|link_publicacion|publicada|inmobiliaria|precio_clp|precio_uf|direccion|nombre_region|zona|superficie_util|dormitorios|banios|estado_proyecto|fecha_entrega|superficie_total|latitud|longitud|id_oportunidad
venta|2022-12-19|2022-11-03|departamento|Edificio Hurtado de Mendoza|7916|Constructora VRK SpA|https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/7916-edificio-hurtado-de-mendoza-nva|identidad verificada|Inmobiliaria M 71|124404680|3558|García Hurtado De Mendoza 8227, La Florida, RM (Metropolitana)|Metropolitana de Santiago|Centro|56.89 - 61.88 m²|2|2|Entrega inmediata|||-33.5285959|-70.5828457|
venta|2022-11-03|2022-11-03|departamento|Las Malvas|8098|Grupo Santafe|https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/8098-las-malvas-nva|identidad verificada|Inmobiliaria Santafe|456644048|13171|Las Malvas 788, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)|||111.6 - 139.37 m²|2 - 3|2 - 3|Pronta entrega|2 Semestre 2022||-33.4135647|-70.5662218|
venta|2023-01-17|2022-11-03|casa|Portal Austral|10693|Constructora Socovesa Sur|https://www.portalinmobiliario.com/venta/casa/puerto-montt-los-lagos/10693-portal-austral-nva|identidad verificada|Inmobiliaria Socovesa Sur|190384212|5490|Avenida Austral 1360, Puerto Montt, Los Lagos|Los Ríos|Sur|87 - 103 m²|3|3|Venta en verde|Mayo 2024||-41.44604|-72.93846|
venta|2023-03-09|2022-11-03|departamento|Edificio Rapallo|8563|Constructora Almagro S.A.|https://www.portalinmobiliario.com/venta/departamento/antofagasta-antofagasta/8563-edificio-rapallo-nva|Almagro|Almagro|188274417|5290|Av. Cerro Paranal 380, Coviefi, Antofagasta, Antofagasta|Antofagasta|Norte + V|70.03 - 86.58 m²|2 - 3|2|Entrega inmediata|||-23.6949256|-70.4171413|
venta|2023-03-30|2022-11-03|departamento|Eco Costas|8196||https://www.portalinmobiliario.com/venta/departamento/concon-valparaiso/8196-eco-costas-nva|identidad verificada|Inmobiliaria Fundamenta|138179839|3917|Avenida Concón Reñaca 4357, Costas de Montemar, Concón, Valparaíso|Valparaíso|Norte + V|54.53 - 57.46 m²|2|1 - 2|Entrega inmediata|||-32.9363465|-71.5454937|
venta|2023-04-12|2022-11-03|departamento|Las Heras|9160|Constructora Carran S.A.|https://www.portalinmobiliario.com/venta/departamento/concepcion-biobio/9160-las-heras-nva|identidad verificada|Inmobiliaria Proyección|72377680|1955|Las Heras 1750, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío|Biobío|Sur|21.3 - 49.8 m²|1 - 2|1 - 2|Entrega inmediata|||-36.8168355|-73.0391695|
venta|2023-04-12|2022-12-07|departamento|Edificio Bremen|10794|CHF|https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/10794-edificio-bremen-nva|identidad verificada|Inmobiliaria Townhouse Ortuzar|175002196|4727|Bremen 1730, Diego de Almagro, Ñuñoa, RM (Metropolitana)|Metropolitana de Santiago|Centro|37.5 - 92.01 m²|1 - 3|1 - 3||1 Semestre 2025||-33.4386492|-70.5795032|
venta|2023-04-12|2022-11-03|departamento|Condominio Doña Sofía|10678|Aitue|https://www.portalinmobiliario.com/venta/departamento/talcahuano-biobio/10678-condominio-dona-sofia-nva|identidad verificada|Inmobiliaria Aitue|87334500|2359|Santa Claudia 5100, Talcahuano, Biobío|||54.23 - 65.94 m²|3|1 - 2||1 Trimestre 2024||-36.7590292|-73.0980382|
venta|2023-04-12|2022-11-03|departamento|Edificio Cotapos|8446|Constructora FG|https://www.portalinmobiliario.com/venta/departamento/independencia-metropolitana/8446-edificio-cotapos-nva|identidad verificada|Inmobiliaria Fg|93739277|2532|Cotapos 1369, Plaza Chacabuco, Independencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|34 - 71 m²|1 - 2|1 - 2|Entrega inmediata|||-33.4083002|-70.6597198|
venta|2023-04-12|2022-11-03|casa|Townhouse Camino El Alba|10195|Constructora PDR|https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/10195-townhouse-camino-el-alba-nva|identidad verificada|Inmobiliaria Norfolk|666022743|17990|Camino El Alba 9142, Los Dominicos, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|138 m²|3|3||1 Semestre 2023||-33.405364|-70.540916|
venta|2023-04-12|2022-11-03|casa|Townhouse Vistasol|8682|Desco|https://www.portalinmobiliario.com/venta/casa/quilpue-valparaiso/8682-townhouse-vistasol-nva|Desco|Desco|183258064|4950|Av. Camino Del Sol 2100, Paso Hondo, Quilpué, Valparaíso|Valparaíso|Norte + V|83.2 m²|3|3||2 Semestre 2023||-33.0345775|-71.4779042|
venta|2023-04-12|2022-11-03|casa|Parque Alihuen Etapa II|10006|Constructora GPS Spa|https://www.portalinmobiliario.com/venta/casa/colina-metropolitana/10006-parque-alihuen-etapa-ii-nva|identidad verificada|García Bruce|235569912|6363|Santa Filomena Lateral Km 16, Chicureo, Colina, RM (Metropolitana)|Metropolitana de Santiago|Centro|101.08 - 139.11 m²|3|3 - 4||2 Semestre 2023||-33.2148623|-70.673232|
venta|2023-04-12|2022-11-03|departamento|Eco Florida I|10211||https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/10211-eco-florida-i-nva|identidad verificada|Inmobiliaria Fundamenta|93739277|2532|Froilán Roa 1201, La Florida, RM (Metropolitana)|Metropolitana de Santiago|Centro|28.2 - 52.5 m²|1 - 2|1 - 2||2 Semestre 2026||-33.518735|-70.5932596|
venta|2023-04-12|2022-11-03|departamento|Aires de Quintay|10450||https://www.portalinmobiliario.com/venta/departamento/casablanca-valparaiso/10450-aires-de-quintay-nva|identidad verificada|Ssilva Gestión Inmobiliaria|220613092|5959|Avenida De La Loma 115, Lote 2c, Quintay, Casablanca, Valparaíso|Valparaíso|Norte + V|56 - 84 m²|2 - 3|2||2 Semestre 2025||-33.1951261|-71.6784569|
venta|2023-04-12|2022-11-03|departamento|Walk Aníbal Pinto|8944||https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/8944-walk-anibal-pinto-nva|identidad verificada|Comosa Gestion Inmobiliaria|109214402|2950|Aníbal Pinto 1747, Campo Militar de Valdivia, Valdivia, Los Ríos|Los Ríos|Sur|31 - 89 m²|1 - 3|1 - 2|Entrega inmediata|||-39.8242951|-73.2398386|
venta|2023-04-12|2022-11-03|departamento|Edificio Rey Alberto|9692|Constructora H25 SpA|https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/9692-edificio-rey-alberto-nva|identidad verificada|Inmobiliaria Rey Alberto|103142822|2786|Rey Alberto 4560, Lo Vial, San Miguel, RM (Metropolitana)|Metropolitana de Santiago|Centro|33.38 - 34.01 m²|1|1|Entrega inmediata|||-33.4954314|-70.6559533|
venta|2023-04-12|2022-11-03|departamento|Edificio Infinite|9508|Constructora MAP Ltda.|https://www.portalinmobiliario.com/venta/departamento/la-serena-coquimbo/9508-edificio-infinite-nva|identidad verificada|Inmobiliaria Serena|203583050|5499|Los Arrayanes 1000, La Pampa, La Serena, Coquimbo|Coquimbo|Norte + V|81.61 - 105.89 m²|2 - 3|3|Entrega inmediata|||-29.9403015|-71.2561087|
venta|2023-04-12|2022-11-03|departamento|Espoz Jardín del Este|9472|Dreco|https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/9472-espoz-jardin-del-este-nva|identidad verificada|Inmobiliaria Buenaventura|738215314|19940|Espoz 4150, Parque Bicentenario, Vitacura, RM (Metropolitana)|Metropolitana de Santiago|Centro|120.92 - 191.12 m²|2 - 3|3||1 Semestre 2024||-33.3976228|-70.5910769|
venta|2022-11-03|2022-11-03|departamento|Edificio Profile|8282|Ingevec|https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/8282-edificio-profile-nva|identidad verificada|Fuenzalida Desarrollos Inmobiliarios|233609263|6738|Av. Las Condes 12751, Mall Sport, Las Condes, RM (Metropolitana)|||60.7 m²|2|2|Entrega inmediata|||-33.3718575|-70.5137709|
venta|2023-02-27|2022-11-03|departamento|Edificio Zen 840|10748|Constructora Tierraandina|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/10748-edificio-zen-840-nva|identidad verificada|Inmobiliaria Tierra Andina|98554290|2777|Zenteno 840, San Diego, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|30.25 - 55.36 m²|1 - 2|1 - 2|Venta en verde|Diciembre 2024||-33.456279|-70.6509995|
venta|2023-03-09|2022-11-03|departamento|Condominio Parque Vespucio|9053|Constructora V&V|https://www.portalinmobiliario.com/venta/departamento/maipu-metropolitana/9053-condominio-parque-vespucio-nva|identidad verificada|Inmobiliaria El Remanso De Maipú|131329414|3690|Américo Vespucio Norte 1773, El Descanso, Maipú, RM (Metropolitana)|Metropolitana de Santiago|Centro|45.52 - 93.1 m²|2 - 3|1 - 2|Entrega inmediata|||-33.4731221|-70.7581237|
venta|2023-04-12|2022-11-03|departamento|Edificio Lyon Las Violetas|10279|Constructora Almahue|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/10279-edificio-lyon-las-violetas-nva|identidad verificada|Inmobiliaria Almahue|227314044|6140|Las Violetas 2171, Los Leones, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|42 - 124 m²|1 - 3|1 - 3||2 Semestre 2023||-33.4340837|-70.6058616|
venta|2023-04-12|2022-11-03|departamento|Hernán Cortés|9732|Actual Inmobiliaria|https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/9732-hernan-cortes-nva|Inmobiliaria Actual|Inmobiliaria Actual|132908374|3590|Hernán Cortés 2558, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)|Metropolitana de Santiago|Centro|32 - 90 m²|1 - 3|1 - 3||2 Semestre 2023||-33.4469903|-70.6057361|
venta|2023-04-12|2022-11-03|departamento|Moller Edificio Carlos Alvarado 6184|8403|Moller & Pérez - Cotapos|https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/8403-moller-edificio-carlos-alvarado-6184-nva|Moller & Pérez- Cotapos|Moller & Pérez- Cotapos|494870818|13367|Carlos Alvarado 6184, Parque Padre Alberto Hurtado, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|125 - 147.05 m²|3 - 4|3 - 4|Entrega inmediata|||-33.4289569|-70.5636931|
venta|2023-04-12|2022-11-03|departamento|Ebano|8479||https://www.portalinmobiliario.com/venta/departamento/macul-metropolitana/8479-ebano-nva|identidad verificada|Inmobilia|129724497|3504|Los Olmos 3031, Las Dalias, Macul, RM (Metropolitana)|Metropolitana de Santiago|Centro|50.36 - 51.1 m²|2|2|Entrega inmediata|||-33.4794188|-70.6010576|
venta|2023-04-12|2022-12-07|casa|Fundo Viejo Tercera Etapa|10799||https://www.portalinmobiliario.com/venta/casa/rancagua-bernardo-ohiggins/10799-fundo-viejo-tercera-etapa-nva|identidad verificada|Prodelca|78671391|2125|Av. Salvador Allende 1470, Parcela 7, Hospital Regional de Rancagua, Rancagua, Libertador B. O'Higgins|||49.9 - 65.15 m²|3|1 - 2||1 Trimestre 2024||-34.148097|-70.7634251|
venta|2023-04-12|2022-11-03|casa|Jardines del Alto|9679||https://www.portalinmobiliario.com/venta/casa/puerto-varas-los-lagos/9679-jardines-del-alto-nva|identidad verificada|Inmobiliaria Baluart|238753789|6449|Ricardo Neumann Esq. Camino Del Trebol, Philippi, Puerto Varas, Los Lagos|Los Lagos|Sur|92.36 - 98.26 m²|3 - 4|3||1 Semestre 2023||-41.3085437|-72.9930279|
venta|2023-04-12|2022-11-03|casa|Condominio Portal de Machalí|8910|Socovesa|https://www.portalinmobiliario.com/venta/casa/machali-bernardo-ohiggins/8910-condominio-portal-de-machali-nva|Socovesa|Socovesa|137499081|3714|Av. Monseñor Escrivá De Balaguer 312, Machalí, Libertador B. O'Higgins|||69.72 - 119.54 m²|2 - 3|3||2 Semestre 2023||-34.1790175|-70.6926808|
venta|2023-04-12|2022-11-03|casa|San León IX|9157|Constructora Carrán S.A.|https://www.portalinmobiliario.com/venta/casa/san-bernardo-metropolitana/9157-san-leon-ix-nva|identidad verificada|Inmobiliaria Py|172521733|4660|Camino Nos Los Morros 997, Nos, San Bernardo, RM (Metropolitana)|Metropolitana de Santiago|Centro|72.18 - 82.3 m²|3|3|Entrega inmediata|||-33.6398711|-70.6912639|
venta|2023-04-12|2022-11-03|departamento|AR Gran Via|10733|Altius|https://www.portalinmobiliario.com/venta/departamento/la-cisterna-metropolitana/10733-ar-gran-via-nva|identidad verificada|Dosa Gestión Inmobiliaria|83373164|2252|Uruguay 15, El Parrón, La Cisterna, RM (Metropolitana)|Metropolitana de Santiago|Centro|29.7 - 51.02 m²|1 - 2|1 - 2||1 Trimestre 2025||-33.5295334|-70.6611007|
venta|2023-04-12|2022-11-03|departamento|Concepto New Life Macul - Imagina|9945|Inmobiliaria Imagina|https://www.portalinmobiliario.com/venta/departamento/macul-metropolitana/9945-concepto-new-life-macul-imagina-nva|Imagina|Imagina|148827761|4020|Exequiel Fernández 3526, Escuela Agrícola, Macul, RM (Metropolitana)|Metropolitana de Santiago|Centro|42 - 79 m²|2 - 3|1 - 2||2 Semestre 2025||-33.4862331|-70.6015808|
venta|2023-04-12|2022-11-03|departamento|Edificio Laderas|10750|Inmobiliaria Dhelos|https://www.portalinmobiliario.com/venta/departamento/concon-valparaiso/10750-edificio-laderas-nva|identidad verificada|Inmobiliaria Dhelos|713077491|19261|Calle Pinares De Montemar 410, Montemar, Concón, Valparaíso|Valparaíso|Norte + V|44.72 - 177.03 m²|2 - 4|1 - 4||2 Semestre 2025||-32.942237|-71.5309409|
venta|2023-04-12|2022-11-03|departamento|Noruega Design|8476|Los Ceibos|https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/8476-noruega-design-nva|identidad verificada|Inmobiliaria Los Ceibos|612563219|16546|Noruega 6427, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|128.13 m²|3|3|Entrega inmediata|||-33.4066816|-70.5642519|
venta|2023-04-12|2022-11-03|departamento|Edificio Ñuñoa 2024|9177|SAE|https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/9177-edificio-nunoa-2024-nva|identidad verificada|Inmobiliaria Ñuñoa 2024|102476429|2768|Francisco De Paula 2024 Esq. Rodrigo De Araya, Estadio Nacional, Ñuñoa, RM (Metropolitana)|Metropolitana de Santiago|Centro|33.3 - 60.05 m²|1 - 3|1 - 2||Diciembre 2022||-33.4742578|-70.6121978|
venta|2023-04-12|2022-11-03|departamento|Ciudad A.V|9687||https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/9687-ciudad-av-nva|identidad verificada|Deisa|327495119|8846|Av. Américo Vespucio Norte 1450, Parque Bicentenario, Vitacura, RM (Metropolitana)|Metropolitana de Santiago|Centro|63.74 - 127.3 m²|1 - 2|2 - 3||Diciembre 2023||-33.4005526|-70.5876882|
venta|2023-04-12|2022-11-03|departamento|Parque Arboleda|6579|Echeverría Izquierdo|https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/6579-parque-arboleda-nva|identidad verificada|Paz|869642815|23490|Vía Aurora 9.255, Lo Curro, Vitacura, RM (Metropolitana)|Metropolitana de Santiago|Centro|180 - 368.48 m²|3 - 4|3 - 4|Entrega inmediata|||-33.3719817|-70.5483565|
venta|2023-04-12|2022-11-03|departamento|Edificio Roble Plaza Costanera|9401|Constructora Grupo Coloso|https://www.portalinmobiliario.com/venta/departamento/antofagasta-antofagasta/9401-edificio-roble-plaza-costanera-nva|identidad verificada|Inmobiliaria Grupo Coloso|98181896|2652|Pedro De Valdivia Esq. Av. Rica Aventura, Parque Juan López, Antofagasta, Antofagasta|Antofagasta|Norte + V|37.04 - 79.26 m²|1 - 3|1 - 2|Entrega inmediata|||-23.5657356|-70.3944299|
venta|2023-04-12|2022-11-03|departamento|Edificio Euclides 12once|10283||https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/10283-edificio-euclides-12once-nva|identidad verificada|Las Américas|95923565|2591|Euclides 1211, El Llano, San Miguel, RM (Metropolitana)|Metropolitana de Santiago|Centro|29 - 56 m²|1 - 2|1 - 2||2 Semestre 2024||-33.4784663|-70.6496358|
venta|2023-04-12|2022-11-03|departamento|Edificio Santa Rosa del Mar|9034|Constructora EBCO S.A|https://www.portalinmobiliario.com/venta/departamento/coquimbo-coquimbo/9034-edificio-santa-rosa-del-mar-nva|identidad verificada|Vda Inversiones|87741740|2370|Santa Rosa 785, San Juan, Coquimbo, Coquimbo|Coquimbo|Norte + V|33.42 - 66.47 m²|1 - 3|1 - 2|Entrega inmediata|||-29.9681751|-71.3232798|
venta|2023-05-01|2022-11-03|departamento|Edificio Cuatro Vientos|10215|FGS|https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/10215-edificio-cuatro-vientos-nva|identidad verificada|Inmobiliaria Castro Y Tagle|164319718|4585|Cuatro Vientos 13.789, Antigua Lo Barnechea, Lo Barnechea, RM (Metropolitana)|Metropolitana de Santiago|Centro|39 - 59 m²|2 - 3|2||1 Trimestre 2023||-33.3581152|-70.5071477|
venta|2023-05-05|2022-11-03|departamento|Fibra Bio Bio|9100|Echeverría Izquierdo|https://www.portalinmobiliario.com/venta/departamento/concepcion-biobio/9100-fibra-bio-bio-nva|Echeverría Izquierdo|Echeverría Izquierdo|83876965|2337|Chacabuco 111, Centro de Concepción, Concepción, Biobío|Biobío|Sur|26.26 - 62.05 m²|1 - 2|1 - 2|Entrega inmediata|||-36.8333069|-73.0548798|
venta|2023-06-25|2023-06-20|departamento|Mirador Laguna Esmeralda|11010|Nueva Capreva|https://www.portalinmobiliario.com/venta/departamento/los-angeles-biobio/11010-mirador-laguna-esmeralda-nva|identidad verificada|Inmobiliaria Civilia|64396724|1760|Avenida 21 De Mayo 1020, Los Angeles, Bío Bío, Chile, Centro de Los Ángeles, Los Ángeles, Biobío|||22.83 - 53.46 m²|1 - 2|1 - 2||Segundo semestre 2025||-37.470867|-72.360411|
venta|2023-08-08|2022-11-03|casa|Condominio Kaiken II|7747|Sepco|https://www.portalinmobiliario.com/venta/casa/colina-metropolitana/7747-condominio-kaiken-ii-nva|identidad verificada|Inmobiliaria Sepco|277073984|7690|Av. Santa Elena 2230, Chicureo, Colina, RM (Metropolitana)|Metropolitana de Santiago|Centro|121 - 154 m²|3|3 - 4|||382 - 495 m²|-33.2259278|-70.7121167|
venta|2023-02-02|2022-11-03|departamento|Edificio Hamburgo 620|8753|Tecnología y Construcción Ltda.|https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/8753-edificio-hamburgo-620-nva|identidad verificada|Nuevoriente Inmobiliaria|190076879|5386|Hamburgo 620, Plaza Egaña, Ñuñoa, RM (Metropolitana)|Metropolitana de Santiago|Centro|50.69 - 121.93 m²|1 - 3|1 - 3|Entrega inmediata|||-33.4488424|-70.5770407|
venta|2023-04-12|2022-11-03|departamento|Jardines de La Candelaria|9362|Constructora Francisco Lorca|https://www.portalinmobiliario.com/venta/departamento/algarrobo-valparaiso/9362-jardines-de-la-candelaria-nva|identidad verificada|Constructora Francisco Lorca|169930205|4590|Av. Santa Teresa De Los Andes 1359, Algarrobo, Centro de Algarrobo, Algarrobo, Valparaíso|||75 - 117 m²|2 - 4|2 - 3||2 Semestre 2023||-33.363764|-71.6618758|
venta|2023-04-12|2022-11-03|departamento|Condominio Las Palmas|3897|Socovesa – Siena Constructora|https://www.portalinmobiliario.com/venta/departamento/macul-metropolitana/3897-condominio-las-palmas-nva|Socovesa|Socovesa|89592832|2420|Avenida Macul 6305 (esquina Américo Vespucio), Metro Macul, Macul, RM (Metropolitana)|Metropolitana de Santiago|Centro|33.26 - 70.98 m²|1 - 3|1 - 2||1 Semestre 2023||-33.5086205|-70.591011|
venta|2023-04-12|2022-11-03|departamento|Edificio Altos de Placeres|7073|Viconsa|https://www.portalinmobiliario.com/venta/departamento/valparaiso-valparaiso/7073-edificio-altos-de-placeres-nva|identidad verificada|Playa Mansa|81448029|2200|Edificio Frankfurt 1134, Cerro Placeres, Valparaíso, Valparaíso|Valparaíso|Norte + V|44 - 65 m²|2 - 3|1 - 2|Entrega inmediata|||-33.044588|-71.5782872|
venta|2023-04-12|2022-11-03|departamento|Edificio Link SM|9986|Constructora Grupo Coloso|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/9986-edificio-link-sm-nva|identidad verificada|Inmobiliaria Grupo Coloso|94146517|2543|San Martín 970, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|26.98 - 58.03 m²|1 - 2|1 - 2||4 Trimestre 2023||-33.4324377|-70.6590294|
venta|2023-04-12|2022-11-03|casa|Portal San Ramón Oriente|8035|Ovco Ltda.|https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/8035-portal-san-ramon-oriente-nva|identidad verificada|Inmobiliaria Ovco|94405670|2550|Manuel Del Cruz Esquina Humberto Rivera, San Ramón, Tierras Blancas, Coquimbo, Coquimbo|Coquimbo|Norte + V|52 - 62 m²|3|1 - 2|||137 - 198 m²|-29.9706271|-71.248999|
venta|2023-04-12|2022-11-03|casa|Townhouse Las Condes - Juan de Austria|9734|Constructora El Parque|https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/9734-townhouse-las-condes-juan-de-austria-nva|identidad verificada|Inmobiliaria Espacio Luz|647882046|17500|Juan De Austria 1700, Vaticano, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|167.55 - 181.09 m²|4|4||1 Semestre 2023||-33.4284732|-70.5808771|
venta|2023-04-12|2022-11-03|casa|Comarca Menden - Casas|10763||https://www.portalinmobiliario.com/venta/casa/puerto-varas-los-lagos/10763-comarca-menden-casas-nva|identidad verificada|Ensamble Desarrollos Inmobiliarios|246935614|6670|Alfonso Brintrup, Lote 2, Puerto Varas, Los Lagos|Los Lagos|Sur|95 - 124 m²|3|3||2 Semestre 2025||-41.327886|-72.9890367|
venta|2023-04-12|2022-11-03|casa|Portal Del Libertador|10145|Socovesa|https://www.portalinmobiliario.com/venta/casa/chillan-nuble/10145-portal-del-libertador-nva|identidad verificada|Inmobiliaria Socovesa Sur|129576409|3500|Paul Harris 255, Quilamapu, Chillán, Ñuble|Biobío|Sur|70 - 97 m²|3|2 - 3||1 Semestre 2023||-36.5860342|-72.0994117|
venta|2023-04-12|2023-04-06|casa|Portal Los Manzanos|10912|Inmobiliaria Martabid SpA|https://www.portalinmobiliario.com/venta/casa/frutillar-los-lagos/10912-portal-los-manzanos-nva|identidad verificada|Martabid|85150212|2300|Los Manzanos, Frutillar, Chile, Frutillar Alto, Frutillar, Los Lagos|||69 - 70 m²|3|1 - 2||31-03-2024||-41.1143756|-73.0516104|
venta|2023-04-12|2022-11-03|departamento|Absalón Aliwen|10201|Absalon|https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/10201-absalon-aliwen-nva|identidad verificada|Absalon|133722854|3612|Gerónimo De Alderete 1800, La Florida Alto, La Florida, RM (Metropolitana)|Metropolitana de Santiago|Centro|52.17 - 70.21 m²|2 - 3|2||1 Semestre 2023||-33.5281655|-70.5755293|
venta|2023-04-12|2022-11-03|departamento|Rodríguez Velasco 10|10300|Socovesa|https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/10300-rodriguez-velasco-10-nva|identidad verificada|Pilares|100995556|2728|Rodríguez Velasco 10, Vicente Valdés, La Florida, RM (Metropolitana)|Metropolitana de Santiago|Centro|30.91 - 54.89 m²|1 - 2|1 - 2||2 Semestre 2023||-33.5244585|-70.5987003|
venta|2023-04-12|2022-11-03|departamento|Padre Mariano 94 Mixed use - Departamentos|8789|Fuenzalida|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/8789-padre-mariano-94-mixed-use-departamentos-nva|identidad verificada|Fuenzalida Desarrollos Inmobiliarios|186590029|5040|Padre Mariano 94, Pedro de Valdivia, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|36 - 66 m²|1 - 2|1 - 2||2 Semestre 2023||-33.4255378|-70.6165377|
venta|2023-04-12|2022-11-03|departamento|Pucón Andino Limited|9430|Constructora Harald Keutmann|https://www.portalinmobiliario.com/venta/departamento/pucon-la-araucania/9430-pucon-andino-limited-nva|identidad verificada|Onewaite|121727781|3288|Camino Al Volcán 1500, Camino al Volcán, Pucón, La Araucanía|Araucanía|Sur|34.68 - 80.44 m²|1 - 3|1 - 2|Entrega inmediata|||-39.2962486|-71.9809222|
venta|2023-04-12|2022-11-03|departamento|Parque Presidente Riesco|6486|Constructora Ducoma Ltda.|https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/6486-parque-presidente-riesco-nva|identidad verificada|Inmobiliaria Ducoma|495055927|13372|Puerto De Caldera 6755, Parque Arauco, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|99.17 - 139.38 m²|2 - 3|2 - 3||01/04/2023||-33.39694|-70.5634869|
venta|2023-04-12|2022-11-03|departamento|Condominio San Cristóbal 2|9412|Vain-Arm|https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/9412-condominio-san-cristobal-2-nva|identidad verificada|Inmobiliaria Todos Los Santos|101254708|2735|Vicuña Mackenna 11.450, Los Quillayes, La Florida, RM (Metropolitana)|Metropolitana de Santiago|Centro|54 - 64 m²|2 - 3|2|Entrega inmediata|||-33.5623495|-70.5846844|
venta|2023-04-12|2023-01-10|departamento|Townhouse Mistral|10852|Inmobiliaria Frankfurt|https://www.portalinmobiliario.com/venta/departamento/temuco-la-araucania/10852-townhouse-mistral-nva|identidad verificada|Constructora Frankfurt|295804431|7990|Av. Gabriela Mistral 02346, Estadio Germán Becker, Temuco, La Araucanía|Araucanía|Sur|148.62 m²|3|3|Entrega inmediata|||-38.7352947|-72.6378551|
venta|2023-04-12|2022-11-03|departamento|Mirador De Lo Campino|8831|Constructora Lo Campino|https://www.portalinmobiliario.com/venta/departamento/quilicura-metropolitana/8831-mirador-de-lo-campino-nva|identidad verificada|Inmobiliaria Lo Campino|157157673|4245|Av. Las Torres 474, Valle Lo Campino, Valle Lo Campino, Quilicura, RM (Metropolitana)|||69.47 - 91.22 m²|2 - 3|2|Entrega inmediata|||-33.3833359|-70.7298695|
venta|2023-04-12|2022-11-03|departamento|New Center|9375||https://www.portalinmobiliario.com/venta/departamento/concepcion-biobio/9375-new-center-nva|Inmobiliaria CISS|Inmobiliaria Ciss|148938827|4023|Freire 1165, Centro de Concepción, Concepción, Biobío|Biobío|Sur|54.5 - 63 m²|2|2||1 Semestre 2024||-36.8227533|-73.0446985|
venta|2023-04-26|2022-11-03|departamento|Parque De Córdova|10442|Constructora Arame|https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/10442-parque-de-cordova-nva|identidad verificada|Inmobiliaria Magal|468272158|13090|El Ciruelillo 3830, Parque Bicentenario, Vitacura, RM (Metropolitana)|Metropolitana de Santiago|Centro|109 m²|3|3||1 Semestre 2024||-33.40413|-70.5914271|
venta|2023-05-05|2022-11-03|casa|Hacienda San Sebastián|9108|Pocuro|https://www.portalinmobiliario.com/venta/casa/temuco-la-araucania/9108-hacienda-san-sebastian-nva|Pocuro|Pocuro|134231857|3740|Av. Recabarren Esq. San Sebastián, Temuco, La Araucanía|||81 - 108 m²|3|3||1 Semestre 2024||-38.7575027|-72.6654178|
