tipo_operacion|last_date_load|inicial_date_load|tipo_propiedad|titulo|codigo|construye|link_publicacion|publicada|inmobiliaria|precio_clp|precio_uf|direccion|nombre_region|zona|superficie_util|dormitorios|banios|estado_proyecto|fecha_entrega|superficie_total|latitud|longitud|id_oportunidad
venta|2023-04-12|2022-11-03|departamento|NeoQuillota|10720||https://www.portalinmobiliario.com/venta/departamento/quillota-valparaiso/10720-neoquillota-nva|identidad verificada|Neourbe|98700202|2666|Av. Valparaíso Esquina Yungay, Quillota, Centro de Quillota, Quillota, Valparaíso|Valparaíso|Norte + V|48.57 - 64.46 m²|2 - 3|1 - 2||2 Semestre 2025||-32.8847635|-71.2584205|
venta|2023-04-28|2022-11-03|departamento|Hoy|10178|Ingevec|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/10178-hoy-nva|identidad verificada|Inmobiliaria Gimax|91682167|2561|Santa Rosa 891, San Diego, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|31 - 53 m²|1 - 2|1 - 2||1 Semestre 2025||-33.4557021|-70.6438556|
venta|2023-05-10|2022-11-03|departamento|Zenteno|9857||https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/9857-zenteno-nva|Absal Inmobiliaria|Absal Inmobiliaria|89171809|2480|Zenteno 860, San Diego, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|30 - 47 m²|1 - 2|1 - 2||1 Semestre 2023||-33.4565967|-70.6507645|
venta|2023-08-08|2022-11-03|casa|Casas del Parque 8 San Bernardo|9466|Constructora BGM S.A.|https://www.portalinmobiliario.com/venta/casa/san-bernardo-metropolitana/9466-casas-del-parque-8-san-bernardo-nva|identidad verificada|Inmobiliaria Besalco|112054632|3110|Av. Los Suspiros 16.561, La Maestranza, San Bernardo, RM (Metropolitana)|Metropolitana de Santiago|Centro|51 - 67 m²|2 - 3|1 - 3|||51 - 67 m²|-33.61046|-70.6870805|
venta|2022-12-20|2022-11-03|casa|Vista Hualpén|9394|Constructora GPR|https://www.portalinmobiliario.com/venta/casa/hualpen-biobio/9394-vista-hualpen-nva|identidad verificada|Inmobiliaria Gpr|94015525|2688|Pasaje Viterbo 2603, Hualpén, Biobío|||56.11 m²|3|2|Entrega inmediata||91.2 m²|-36.7918306|-73.1158859|
venta|2023-01-27|2022-11-03|departamento|Condominio Parque Ricaventura|10536||https://www.portalinmobiliario.com/venta/departamento/antofagasta-antofagasta/10536-condominio-parque-ricaventura-nva|identidad verificada|Nueva Urbe|145243735|4118|Av. Benito Ocampo 11730, La Chimba, Antofagasta, Antofagasta|Antofagasta|Norte + V|62.37 - 75.35 m²|3|1 - 2|Lanzamiento|Noviembre 2024||-23.5527559|-70.3966765|
venta|2023-02-20|2022-11-03|departamento|Edificio Prat 631|8387||https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/8387-edificio-prat-631-nva|identidad verificada|Inmobiliaria Norte Verde|91557724|2585|Arturo Prat 631, San Diego, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|24.69 - 42.55 m²|1 - 2|1 - 2|Entrega inmediata|||-33.4529784|-70.6486085|
venta|2023-03-10|2022-11-03|departamento|Eco Encalada|7525|Constructora Fundamenta|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/7525-eco-encalada-nva|identidad verificada|Inmobiliaria Fundamenta|77040036|2164|Almirante Blanco Encalada 2521, Barrio República, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|27.1 - 52.97 m²|1 - 2|1 - 2|Entrega inmediata|||-33.4575541|-70.6687638|
venta|2023-04-12|2022-11-03|departamento|Áncora|9905||https://www.portalinmobiliario.com/venta/departamento/valparaiso-valparaiso/9905-ancora-nva|identidad verificada|Inmobilia|100551294|2716|Brasil 2608, Almendral, Valparaíso, Valparaíso|Valparaíso|Norte + V|32.65 - 61.24 m²|1 - 3|1 - 2||1 Semestre 2023||-33.0449718|-71.6088629|
venta|2023-04-12|2022-11-03|departamento|Círculo 650|9174|Constructora Santolaya|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/9174-circulo-650-nva|identidad verificada|Urmeneta Gestión Inmobiliaria|99440639|2686|Club Hípico 650, Barrio República, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|32.91 - 57.84 m²|1 - 2|1 - 2|Entrega inmediata|||-33.4558572|-70.6648295|
venta|2023-04-12|2022-11-03|casa|Townhouse Garden|7653|Habitable Inmobiliaria|https://www.portalinmobiliario.com/venta/casa/la-reina-metropolitana/7653-townhouse-garden-nva|identidad verificada|Inmobiliaria Habitable|433155425|11700|John Jackson 1747, Metro Príncipe de Gales - Country Club, La Reina, RM (Metropolitana)|Metropolitana de Santiago|Centro|155 - 214.78 m²|4|3|||155 - 214.78 m²|-33.4374213|-70.5657897|
venta|2023-04-12|2022-11-03|casa|Parque Condominio Arrebol|9623|Constructora COFASA|https://www.portalinmobiliario.com/venta/casa/temuco-la-araucania/9623-parque-condominio-arrebol-nva|identidad verificada|Inmobiliaria Sespa|427231932|11540|Camino Trañi Trañi 03001, Temuco, La Araucanía|||206.13 - 330.82 m²|3 - 5|3 - 5||2 Semestre 2023||-38.740634|-72.7014125|
venta|2023-04-12|2023-04-06|casa|Brisas de Chinquihue II|10926||https://www.portalinmobiliario.com/venta/casa/puerto-montt-los-lagos/10926-brisas-de-chinquihue-ii-nva|identidad verificada|Fundación Invica|70341479|1900|Luis Tristán 3051, 5500479 Llanquihue, Puerto Montt, Los Lagos, Chile, Puerto Montt, Los Lagos|Los Lagos|Sur|49 - 54 m²|3|1||30-06-2025||-41.5057549|-73.0152425|
venta|2023-04-12|2023-02-02|departamento|Mirador Casona|10502|Altius|https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/10502-mirador-casona-nva|identidad verificada|Inmobiliaria Exxacon|78486282|2120|Vicuña Mackenna 7197, Plaza Vespucio, La Florida, RM (Metropolitana)|Metropolitana de Santiago|Centro|25 - 75 m²|0 - 2|1 - 2||1 Semestre 2025||-33.5207365|-70.6020787|
venta|2023-04-12|2023-04-12|departamento|Condominio Los Aromos Etapa 2|10944|Constructora DDM SpA|https://www.portalinmobiliario.com/venta/departamento/villa-alemana-valparaiso/10944-condominio-los-aromos-nva|identidad verificada|Inmobiliaria Md2|64529052|1743|Los Aromos 1345, Villa Alemana, Chile, Peñablanca, Villa Alemana, Valparaíso|||43 - 54 m²|2 - 3|1 - 2||||-33.0591025|-71.3479979|
venta|2023-04-12|2022-11-03|departamento|Life by K|10284|Minck|https://www.portalinmobiliario.com/venta/departamento/temuco-la-araucania/10284-life-by-k-nva|identidad verificada|Minck Group|71896396|1942|Inglaterra 0895, Estadio Germán Becker, Temuco, La Araucanía|Araucanía|Sur|19.72 - 57.13 m²|1 - 2|1 - 2||1 Semestre 2024||-38.7305452|-72.6139283|
venta|2023-04-12|2022-11-03|departamento|Edificio León Prado|10164|RVC|https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/10164-edificio-leon-prado-nva|RVC|Rvc|86557041|2338|Departamental 960, Ciudad del Niño, San Miguel, RM (Metropolitana)|Metropolitana de Santiago|Centro|31.68 - 71.02 m²|1 - 3|1 - 2||2 Trimestre 2023||-33.5043468|-70.6523274|
venta|2023-04-12|2022-11-03|departamento|3800 Dublé|8510|Constructora Del Sol|https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/8510-3800-duble-nva|identidad verificada|Inmobiliaria Buenaventura|288400065|7790|Dublé Almeyda 3800, Parque Juan XXIII, Ñuñoa, RM (Metropolitana)|Metropolitana de Santiago|Centro|73 - 100 m²|2 - 3|2|Entrega inmediata|||-33.457072|-70.5899489|
venta|2023-04-12|2022-11-03|departamento|Edificio Santa Victoria 9615|10087|Terracorp|https://www.portalinmobiliario.com/venta/departamento/la-florida-metropolitana/10087-edificio-santa-victoria-9615-nva|identidad verificada|Inmobiliaria Terracorp|90555399|2446|Santa Victoria 9615, La Florida Alto, La Florida, RM (Metropolitana)|Metropolitana de Santiago|Centro|34.55 - 73.67 m²|1 - 3|1 - 2||1 Semestre 2023||-33.5398176|-70.5543015|
venta|2023-04-12|2022-11-03|departamento|Edificio Novo Urbano|9028|Socovesa|https://www.portalinmobiliario.com/venta/departamento/concepcion-biobio/9028-edificio-novo-urbano-nva|identidad verificada|Inmobiliaria Socovesa Sur|120394995|3252|Lientur 732, Barrio Oriente - Las Tres Pascualas, Concepción, Biobío|Biobío|Sur|54 - 61 m²|1 - 2|1 - 2|Entrega inmediata|||-36.8180631|-73.0373895|
venta|2023-04-12|2022-11-03|departamento|Connection|8935|Bravo Izquierdo|https://www.portalinmobiliario.com/venta/departamento/lo-barnechea-metropolitana/8935-connection-nva|identidad verificada|Inmobiliaria Bravo E Izquierdo|195845487|5290|Raúl Labbé 12331, La Dehesa, Lo Barnechea, RM (Metropolitana)|Metropolitana de Santiago|Centro|42.69 - 53.77 m²|1|1|Entrega inmediata|||-33.3672347|-70.5180885|
venta|2023-04-12|2023-04-06|departamento|Jardines del Pacífico IV|10914|Inmobiliaria Ecomac|https://www.portalinmobiliario.com/venta/departamento/la-serena-coquimbo/10914-jardines-del-pacifico-iv-nva|Ecomac|Ecomac|84372753|2279|Av. Pacífico 600 - 900, La Serena, Coquimbo, Chile, Puerta del Mar, La Serena, Coquimbo|Coquimbo|Norte + V|30 - 58 m²|1 - 3|1 - 2||15-11-2024||-29.9010399|-71.269871|
venta|2023-04-12|2022-11-03|departamento|Condominio Valle Altiplánico|5888|Constructora Nueva Urbe|https://www.portalinmobiliario.com/venta/departamento/calama-antofagasta/5888-condominio-valle-altiplanico-nva|identidad verificada|Nueva Urbe|140090609|3784|Av. Circunvalación 1458, Lote A, Avenida Almirante Grau, Calama, Antofagasta|Antofagasta|Norte + V|61.49 - 77.76 m²|2 - 3|2|Entrega inmediata|||-22.4332464|-68.9142119|
venta|2023-04-12|2023-01-21|departamento|Condominio Santa Ana|10864||https://www.portalinmobiliario.com/venta/departamento/villa-alemana-valparaiso/10864-condominio-santa-ana-nva|identidad verificada|Constructora Bio Bio|85150212|2300|Santa Ana 375, Huanhuali, Villa Alemana, Valparaíso|Valparaíso|Norte + V|58.73 - 60.41 m²|3|1 - 2||2 Semestre 2023||-33.0489|-71.38024|
venta|2023-04-26|2022-11-03|departamento|NS440|10781|Santolaya|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/10781-ns440-nva|identidad verificada|Neourbe|317845541|8885|Suecia 440, Los Leones, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|61 - 98 m²|2 - 3|2 - 3||1 Semestre 2025||-33.4245764|-70.6062211|
venta|2023-05-04|2022-11-03|departamento|Edificio Helium|8654|Constructora Sae|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/8654-edificio-helium-nva|identidad verificada|Ilumina, Inmobiliaria|220158699|6095|Julio Nieto 2017, Inés de Suárez, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|48 - 85.3 m²|1 - 2|1 - 3|Entrega inmediata|||-33.4429926|-70.6061137|
venta|2023-06-02|2022-11-03|departamento|Edificio Brown Sur|9150|Constructora Arame|https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/9150-edificio-brown-sur-nva|identidad verificada|Inmobiliaria Magal|220542572|6120|Brown Sur 48, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)|Metropolitana de Santiago|Centro|72.46 - 91.65 m²|2 - 3|2||2 Semestre 2023||-33.4558313|-70.5918002|
venta|2023-08-08|2022-11-03|departamento|Smart Isla Teja|9371|Copcisa|https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/9371-smart-isla-teja-nva|identidad verificada|Inmobiliaria Icuadra|82149376|2280|Los Laureles 270, Isla Teja, Valdivia, Los Ríos|Los Ríos|Sur|21.45 - 57.27 m²|1 - 2|1 - 2|Entrega inmediata|||-39.8142241|-73.2551669|
venta|2022-11-03|2022-11-03|departamento|Edificio Santa Elena|8801|Constructora Almagro S.A.|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/8801-edificio-santa-elena-nva|Almagro|Almagro|81128773|2340|Santa Elena 962, Barrio Diez de Julio, Santiago, RM (Metropolitana)|||25.9 - 47.27 m²|1 - 2|1|Entrega inmediata|||-33.4542306|-70.6316249|
venta|2023-01-26|2022-12-14|departamento|Alfonsina II|10795|Inmobiliaria Las Magdalenas|https://www.portalinmobiliario.com/venta/departamento/hualpen-biobio/10795-alfonsina-ii-nva|identidad verificada|Inmobiliaria Las Magdalenas|50431868|1430|Av. Colón 8441, Hualpén, Biobío|||23.23 - 45.56 m²|1 - 2|1 - 2|Venta en verde|1 Semestre 2024||-36.7989632|-73.0855736|
venta|2023-03-09|2022-11-03|departamento|Condominio Jardín Patagónico|7832|Cerro Moreno Sur|https://www.portalinmobiliario.com/venta/departamento/puerto-varas-los-lagos/7832-condominio-jardin-patagonico-nva|identidad verificada|Nexos Desarrollos Inmobiliarios|167489491|4706|Lago Llanquihue 353, Puerto Varas, Los Lagos|Los Ríos|Sur|53.18 - 79.03 m²|2 - 3|2|Entrega inmediata|||-41.3168792|-72.9952387|
venta|2023-04-12|2022-11-03|departamento|Andes Ñuñoa|10567|Inarco|https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/10567-andes-nunoa-nva|identidad verificada|Iandes|140127631|3785|Capitán Orella 2575, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)|Metropolitana de Santiago|Centro|32 m²|1|1||4 Trimestre 2024||-33.4529267|-70.6041577|
venta|2023-04-12|2022-11-03|departamento|Edificio Vía Poniente|6710|Vimac Constructora|https://www.portalinmobiliario.com/venta/departamento/vina-del-mar-valparaiso/6710-edificio-via-poniente-nva|Vimac|Vimac|123652916|3340|9 Norte 450, Libertad, Viña Del Mar, Valparaíso|Valparaíso|Norte + V|29.21 - 81.43 m²|1 - 3|1 - 2|Entrega inmediata|||-33.0140959|-71.5528257|
venta|2023-04-12|2022-11-03|departamento|Chagual|8818|M3|https://www.portalinmobiliario.com/venta/departamento/papudo-valparaiso/8818-chagual-nva|identidad verificada|Inmobiliaria Patagonland|194734832|5260|Av. Circunvalación 700, Centro de Papudo, Papudo, Valparaíso|Valparaíso|Norte + V|59.2 - 61.75 m²|2|2|Entrega inmediata|||-32.5074155|-71.4514207|
venta|2023-04-12|2022-11-03|departamento|Edificio Doña Gabriela|9158|Constructora Carran|https://www.portalinmobiliario.com/venta/departamento/la-serena-coquimbo/9158-edificio-dona-gabriela-nva|identidad verificada|Inmobiliaria Py|107363310|2900|Av. Gabriela Mistral 5404, San Joaquín, La Serena, Coquimbo|Coquimbo|Norte + V|49.55 - 70.19 m²|3|2||1 Semestre 2023||-29.9490826|-71.2594568|
venta|2023-04-12|2022-11-03|departamento|Edificio García Reyes|9571|RVC|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/9571-edificio-garcia-reyes-nva|RVC|Rvc|81448029|2200|García Reyes 76, Barrio Yungay, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|31.3 - 53.82 m²|1 - 2|1 - 2|Entrega inmediata|||-33.4451181|-70.6711404|
venta|2023-04-12|2022-11-03|casa|Casa Augusta|9578||https://www.portalinmobiliario.com/venta/casa/casablanca-valparaiso/9578-casa-augusta-nva|identidad verificada|Ssilva Gestión Inmobiliaria|406869925|10990|Club De Golf Santa Augusta, Quintay, Casablanca, Valparaíso|Valparaíso|Norte + V|117 - 157 m²|3 - 4|3||2 Semestre 2024||-33.1842531|-71.6776572|
venta|2023-04-12|2022-11-03|casa|Vilumanque Oriente|9607||https://www.portalinmobiliario.com/venta/casa/concepcion-biobio/9607-vilumanque-oriente-nva|identidad verificada|Inmobiliaria Fg|268260189|7246|Camino Concepción, Penco, Concepción, Biobío|Biobío|Sur|106 - 140 m²|3|3||1 Semestre 2024||-36.7868099|-73.0214524|
venta|2023-04-12|2022-11-03|casa|Condominio Parque Casanova|8253||https://www.portalinmobiliario.com/venta/casa/penalolen-metropolitana/8253-condominio-parque-casanova-nva|identidad verificada|Inmobiliaria Iknow|277293516|7490|Álvaro Casanova 661, Peñalolén, RM (Metropolitana)|Metropolitana de Santiago|Centro|104.9 - 125.3 m²|3|3|||104.9 - 125.3 m²|-33.46874|-70.5237613|
venta|2022-11-03|2022-11-03|casa|Barrio Nativa|9673||https://www.portalinmobiliario.com/venta/casa/temuco-la-araucania/9673-barrio-nativa-nva|identidad verificada|Acceda|118919527|3430|Luis Durand 05650, El Carmen, Temuco, La Araucanía|||50.69 - 121.93 m²|1 - 3|1 - 3|Lanzamiento|2 Semestre 2024|57.57 - 236.94 m²|-38.718494|-72.6494889|
venta|2023-01-31|2022-11-03|departamento|DA2065|9163|SAE|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/9163-da2065-nva|identidad verificada|Altura|229346577|6500|Diego De Almagro 2065, Inés de Suárez, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|63.78 - 93.55 m²|2 - 3|2|Entrega inmediata|||-33.4437521|-70.6052787|
venta|2023-02-27|2022-11-03|departamento|Edificio Martínez de Rozas|10445|Ofeq Inmobiliaria|https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/10445-edificio-martinez-de-rozas-nva|identidad verificada|Inmobiliaria Ofeq|77083154|2172|Martínez De Rozas 2330, Parque Los Reyes, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|34.79 - 39.82 m²|1|1|Entrega inmediata|||-33.4341185|-70.669707|
venta|2023-03-09|2022-11-03|departamento|Los Naranjos|10537|Fourcade 3|https://www.portalinmobiliario.com/venta/departamento/los-angeles-biobio/10537-los-naranjos-nva|identidad verificada|Inmobiliaria Fourcade3|49826878|1400|Avenida Manuel Rodriguez 1082, Los Ángeles, Biobío|||38 - 56.93 m²|1 - 2|1 - 2|Entrega inmediata|||-37.485725|-72.355268|
venta|2023-04-12|2022-11-03|departamento|Hoy Estoril|9384||https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/9384-hoy-estoril-nva|Inmobiliaria Kant|Inmobiliaria Kant|160341551|4331|Av. Las Condes 10557, Estoril, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|29.95 - 67.63 m²|1 - 2|1 - 2||2 Semestre 2023||-33.3827483|-70.5326734|
venta|2023-04-12|2022-11-03|departamento|Vista Reñaca|8636|Constructora Nollagam Ltda|https://www.portalinmobiliario.com/venta/departamento/vina-del-mar-valparaiso/8636-vista-renaca-nva|identidad verificada|Inmobiliaria Nollagam|190773496|5153|Las Golondrinas 1770, Reñaca, Viña Del Mar, Valparaíso|Valparaíso|Norte + V|70.72 - 97.7 m²|2 - 3|2|Entrega inmediata|||-32.9584583|-71.5427911|
venta|2023-04-12|2022-11-03|departamento|Alto Lazcano|10136|Constructora Salinas|https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/10136-alto-lazcano-nva|identidad verificada|Delabase|118099642|3190|San Ignacio 3233, El Llano, San Miguel, RM (Metropolitana)|Metropolitana de Santiago|Centro|29.9 - 87.79 m²|1 - 3|1 - 2||2 Semestre 2023||-33.4836503|-70.6550053|
venta|2023-04-12|2022-11-03|casa|Valle La Reserva|4715|Concreta|https://www.portalinmobiliario.com/venta/casa/isla-de-maipo-metropolitana/4715-valle-la-reserva-nva|identidad verificada|Fuenzalida Desarrollos Inmobiliarios|168079114|4540|Izaga 932, Centro de Isla de Maipo, Isla De Maipo, RM (Metropolitana)|Metropolitana de Santiago|Centro|85 - 110 m²|3|3||1 Semestre 2024||-33.7548486|-70.9092626|
venta|2023-04-12|2022-11-03|casa|Altos del Mirador|6743|Constructora GPR|https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/6743-altos-del-mirador-nva|identidad verificada|Inmobiliaria Gpr|96034630|2594|Glorias Navales S/n, Rinconada, Coquimbo, Coquimbo|Coquimbo|Norte + V|51 - 63 m²|3|1 - 2|||136.45 - 142.88 m²|-29.9925441|-71.3282118|
venta|2023-04-12|2022-11-03|casa|Terrazas de Chicureo|4848|Inmobiliaria Aconcagua S.A|https://www.portalinmobiliario.com/venta/casa/colina-metropolitana/4848-terrazas-de-chicureo-nva|identidad verificada|Aconcagua|551255067|14890|Av. Chicureo Esquina Paseo Colina Sur, Chicureo, Colina, RM (Metropolitana)|Metropolitana de Santiago|Centro|160 - 209 m²|3 - 5|4||1 Semestre 2024||-33.251505|-70.627122|
venta|2023-04-12|2022-11-03|casa|Parque Residencial La Foresta|6430|Constructora Edifisa|https://www.portalinmobiliario.com/venta/casa/talagante-metropolitana/6430-parque-residencial-la-foresta-nva|identidad verificada|Inmobiliaria Camino Alto Ltda|171003838|4619|Lucas Pacheco Numero 40, Centro de Talagante, Talagante, RM (Metropolitana)|Metropolitana de Santiago|Centro|86.59 - 87.23 m²|3|3||1 Semestre 2023||-33.6527487|-70.921248|
venta|2023-04-12|2022-11-03|departamento|Gregorio de la Fuente|9658|Constructora Prisma|https://www.portalinmobiliario.com/venta/departamento/macul-metropolitana/9658-gregorio-de-la-fuente-nva|identidad verificada|Inmobiliaria León|107548420|2905|Gregorio De La Fuente 3023, Las Dalias, Macul, RM (Metropolitana)|Metropolitana de Santiago|Centro|33.88 - 74.81 m²|1 - 3|1 - 2||2 Semestre 2024||-33.4781493|-70.6011114|
venta|2023-04-12|2022-11-03|departamento|Concepto Best Too - Imagina|8263||https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/8263-concepto-best-too-imagina-nva|Imagina|Imagina|108288856|2925|San Diego 364, San Diego, Santiago, RM (Metropolitana)|Metropolitana de Santiago|Centro|34 - 59 m²|1 - 2|1 - 2|Entrega inmediata|||-33.4500675|-70.6505482|
venta|2023-04-12|2022-11-03|departamento|Lomas de Limache Plaza|9414|Sigma|https://www.portalinmobiliario.com/venta/departamento/limache-valparaiso/9414-lomas-de-limache-plaza-nva|identidad verificada|Sigma|57383838|1550|Calle Echaurren 135, Limache Viejo, Limache, Valparaíso|Valparaíso|Norte + V|59.48 - 61.88 m²|2 - 3|1 - 2||1 Semestre 2024||-33.0011614|-71.2648738|
venta|2023-04-12|2022-11-03|departamento|Mirador Oceánico|10704||https://www.portalinmobiliario.com/venta/departamento/san-pedro-de-la-paz-biobio/10704-mirador-oceanico-nva|Inmobiliaria CISS|Inmobiliaria Ciss|100551294|2716|Rehue 550, Andalué, San Pedro De La Paz, Biobío|Biobío|Sur|34 - 134 m²|1 - 3|1 - 3|Lanzamiento|||-36.8487241|-73.0956064|
venta|2023-04-12|2022-11-03|departamento|Edificio Métrica de la Barra|9337|Cerro Apoquindo Cuatro S.A.|https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/9337-edificio-metrica-de-la-barra-nva|identidad verificada|Inmobiliaria Métrica|228424699|6170|Eduardo De La Barra 1355, Inés de Suárez, Providencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|63.08 - 102.29 m²|2 - 3|2|Entrega inmediata|||-33.4457049|-70.6133909|
venta|2023-04-12|2022-11-03|departamento|Edificio Terrazas 1248|8985|EBCO|https://www.portalinmobiliario.com/venta/departamento/concepcion-biobio/8985-edificio-terrazas-1248-nva|identidad verificada|Inmobiliaria Modelo|121801825|3290|Av. Pedro De Valdivia 1248, Concepción, Biobío|||44.45 - 47.8 m²|2|2|Entrega inmediata|||-36.8484551|-73.0515048|
venta|2023-04-12|2022-11-03|departamento|Lomas de Landa II|8857||https://www.portalinmobiliario.com/venta/departamento/concepcion-biobio/8857-lomas-de-landa-ii-nva|identidad verificada|Inmobiliaria Madesal|81448029|2200|Camino A Penco, Ruta 150, Km 5., Penco, Biobío|||53.76 - 53.88 m²|3|1|Pronta entrega|||-36.7670765|-73.0110108|
venta|2023-04-12|2022-11-03|departamento|Activa Plaza Chacabuco|9835|Activa Inmobiliaria|https://www.portalinmobiliario.com/venta/departamento/independencia-metropolitana/9835-activa-plaza-chacabuco-nva|identidad verificada|Activa Inmobiliaria|103846237|2805|Huánuco 2290, Plaza Chacabuco, Independencia, RM (Metropolitana)|Metropolitana de Santiago|Centro|34 - 59 m²|1 - 2|1 - 2|Entrega inmediata|||-33.4045944|-70.6602455|
venta|2023-04-12|2022-11-03|departamento|Viva Zañartu|9691|Viva Inmobiliaria|https://www.portalinmobiliario.com/venta/departamento/nunoa-metropolitana/9691-viva-zanartu-nva|identidad verificada|Urmeneta Gestión Inmobiliaria|116470681|3146|Zañartu 2075, Ñuñoa, Chile, Estadio Nacional, Ñuñoa, RM (Metropolitana)|||46 - 50 m²|2|1 - 2||31-12-2023||-33.4728444|-70.6109207|
venta|2023-05-05|2022-11-03|departamento|Eco Estación|9112||https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/9112-eco-estacion-nva|identidad verificada|Inmobiliaria Fundamenta|69412944|1934|Placilla 65, San Alberto Hurtado, Estación Central, RM (Metropolitana)|Metropolitana de Santiago|Centro|28 - 41 m²|1 - 2|1||1 Semestre 2023||-33.455799|-70.6943863|
venta|2023-06-07|2022-12-30|departamento|Alonso Square|10842|Real Assets|https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/10842-alonso-square-nva|identidad verificada|Romo-propiedades|375788720|10423|Alonso De Córdova 2400, Parque Bicentenario, Vitacura, RM (Metropolitana)|Metropolitana de Santiago|Centro|76 - 138 m²|2 - 3|2 - 3||2 Semestre 2023||-33.4016474|-70.5952821|
venta|2023-08-08|2022-11-03|casa|Condominio Piedra Roja Los Domínicos|10299|Incolur – Ca4|https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/10299-condominio-piedra-roja-los-dominicos-nva|identidad verificada|Inmobiliaria Balaguer Spa|1181798016|32800|Camino Piedra Roja 1072, Los Dominicos, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|68 - 356 m²|3 - 5|1 - 5||2 Semestre 2023||-33.3911118|-70.5240136|
venta|2023-08-08|2023-08-08|departamento|Condominio Vitalis II|11046|Inmobiliaria Aconcagua|https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/11046-condominio-vitalis-ii-nva|Aconcagua|Aconcagua|91156984|2530|Álvarez De Toledo 706, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)|||33.35 - 65.17 m²|1 - 3|1 - 2||Primer semestre 2026||-33.4919709|-70.6421968|
venta|2023-01-05|2022-11-03|casa|Condominio Mirasol|10384|Grupo Edifica|https://www.portalinmobiliario.com/venta/casa/las-condes-metropolitana/10384-condominio-mirasol-nva|identidad verificada|Inmobiliaria Condominio Mirasol|921089528|26200|Camino Mirasol 1438, Los Dominicos, Las Condes, RM (Metropolitana)|Metropolitana de Santiago|Centro|217.94 - 315.2 m²|3|3 - 4|Pronta entrega|2 Semestre 2023|344.2 - 380 m²|-33.3973776|-70.5284662|
venta|2022-11-03|2022-11-03|departamento|Edificio Presidente Errázuriz|8710|Constructora Almagro S.A|https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/8710-edificio-presidente-errazuriz-nva|Almagro|Almagro|578649242|16690|Av. Américo Vespucio Sur 757, Barrio El Golf, Las Condes, RM (Metropolitana)|||142.03 m²|3|3|Entrega inmediata|||-33.4203595|-70.5820493|
venta|2023-01-05|2022-11-03|departamento|Edificio Jardín Centro|6331|Constructora Su Ksa|https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/6331-edificio-jardin-centro-nva|identidad verificada|Sgi Gestión Inmobiliaria|49921646|1420|Blanco Garcés 150, San Alberto Hurtado, Estación Central, RM (Metropolitana)|Metropolitana de Santiago|Centro|19.74 - 42.1 m²|1 - 2|1|Entrega inmediata|||-33.4504136|-70.6977041|
